id,lng,lat
985,-70.578549077963530,41.904212601194054
983,-70.650045759797862,41.943345394448883
984,-70.659365319959548,41.869020361410882
951,-71.152464219785472,41.905940419298545
909,-71.212744517809256,41.950699540501958
922,-71.243993334090291,41.930811973793261
928,-71.340167716967926,41.923136154543386
919,-71.358448264486086,41.955999481393505
976,-70.736351626354036,41.965221805555714
979,-70.713013512251507,41.933686589615995
977,-70.787520899381178,41.915447148782441
957,-70.910835960422816,41.928011581452758
941,-71.025051255401820,41.910478046856014
948,-71.103409388512588,41.933715229202321
947,-71.108655813650671,41.963335341320843
908,-71.178401170399042,41.958006017230055
923,-71.282666841394203,41.944441604275241
924,-71.280579730708467,41.936114937518404
926,-71.300652773058886,41.941572913384128
917,-71.310729560117053,41.963976946316699
973,-70.809695828794446,41.963477253921724
945,-70.951049070782517,41.949803142880825
942,-71.005436858473828,41.966485477248476
940,-71.042646640447174,41.935953737417790
939,-71.068386959138778,41.956080665009161
925,-71.281031157477287,41.917924918351318
927,-71.317193615177032,41.917580433578905
929,-71.370702157612968,41.911115956330384
978,-70.744191999464135,41.857977332545985
960,-70.849126742201733,41.852343727137772
955,-71.013718620128486,41.869542093315957
954,-71.068437835635564,41.886214731199061
952,-71.113708469865756,41.880362727487693
953,-71.093605371706602,41.892575485362705
949,-71.097852465506705,41.905617702561209
950,-71.081296943575069,41.910645385911131
956,-70.959423598932602,41.831030120828693
959,-70.911255149761317,41.899277691244215
958,-70.931339509233140,41.892939079200453
986,-70.586237630187625,41.816711264910268
822,-71.268960442105254,42.689820654981474
913,-71.336385919645664,42.014124773559267
803,-71.309063043927154,42.659789783921390
823,-71.290963080093590,42.666776897313184
797,-71.296914892207013,42.653895156172339
920,-71.283508014478528,41.964477985006681
914,-71.297865873795558,41.991768215495533
911,-71.309879102518565,42.061036517754992
804,-71.311353161297490,42.654409957294760
807,-71.310386204067100,42.642835579506396
798,-71.301422479539141,42.642029974730029
632,-71.312548346975376,42.118564144299583
815,-71.309654914065689,42.603503481800651
799,-71.308820368285794,42.636462813539914
